record_id,production_date,quarter,department,day_name,team_no,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
478,2015-01-28,Quarter4,Sewing,Wednesday,2,0.8,22.52,1559.0,6840,90,0,0,0,57.0,1.00023
479,2015-01-28,Quarter4,Sewing,Wednesday,3,0.8,22.52,1350.0,6840,113,0,0,0,57.0,1.00023
480,2015-01-28,Quarter4,Finishing,Wednesday,6,0.35,2.9,,1800,0,0,0,0,15.0,0.977556
481,2015-01-28,Quarter4,Finishing,Wednesday,1,0.75,3.94,,1200,0,0,0,0,10.0,0.9456
482,2015-01-28,Quarter4,Finishing,Wednesday,2,0.8,3.94,,1800,0,0,0,0,15.0,0.902222
483,2015-01-28,Quarter4,Sewing,Wednesday,10,0.8,22.52,1175.0,6720,60,0,0,0,56.0,0.850532
484,2015-01-28,Quarter4,Sewing,Wednesday,1,0.75,22.94,1868.0,6960,81,0,0,0,58.0,0.850362
485,2015-01-28,Quarter4,Finishing,Wednesday,10,0.8,3.94,,1200,0,0,0,0,10.0,0.840533
486,2015-01-28,Quarter4,Sewing,Wednesday,5,0.6,20.79,1045.0,6960,88,0,0,0,58.0,0.800534
487,2015-01-28,Quarter4,Sewing,Wednesday,4,0.8,22.52,1342.0,6780,50,0,0,0,56.5,0.80049
488,2015-01-28,Quarter4,Finishing,Wednesday,12,0.75,4.08,,1080,0,0,0,0,9.0,0.755556
489,2015-01-28,Quarter4,Sewing,Wednesday,9,0.7,29.12,1340.0,6960,63,0,0,0,58.0,0.750593
490,2015-01-28,Quarter4,Sewing,Wednesday,12,0.75,15.26,1429.0,3600,45,0,0,0,35.0,0.750283
491,2015-01-28,Quarter4,Finishing,Wednesday,4,0.8,4.3,,1440,0,0,0,0,12.0,0.722639
492,2015-01-28,Quarter4,Finishing,Wednesday,8,0.65,4.15,,960,0,0,0,0,8.0,0.553333
493,2015-01-28,Quarter4,Sewing,Wednesday,11,0.5,20.1,1413.0,5880,46,0,0,0,54.0,0.500567
494,2015-01-28,Quarter4,Sewing,Wednesday,8,0.7,38.09,336.0,6240,0,0,0,0,52.0,0.467693
495,2015-01-28,Quarter4,Sewing,Wednesday,6,0.35,18.79,511.0,1800,23,0,0,0,32.0,0.437995
496,2015-01-28,Quarter4,Finishing,Wednesday,7,0.6,3.94,,960,0,0,0,0,8.0,0.406354
497,2015-01-28,Quarter4,Sewing,Wednesday,7,0.6,23.54,958.0,6600,0,0,0,0,55.0,0.285333
498,2015-01-28,Quarter4,Finishing,Wednesday,11,0.5,2.9,,960,0,0,0,0,8.0,0.259375
499,2015-01-29,Quarter5,Sewing,Thursday,2,0.8,22.52,1416.0,6840,113,0,0,0,57.0,1.00023
500,2015-01-29,Quarter5,Finishing,Thursday,4,0.8,4.3,,1200,0,0,0,0,10.0,0.989
501,2015-01-29,Quarter5,Sewing,Thursday,3,0.8,22.52,1287.0,6840,100,0,0,0,57.0,0.950186
502,2015-01-29,Quarter5,Sewing,Thursday,4,0.8,22.52,1444.0,6900,88,0,0,0,57.5,0.9008
503,2015-01-29,Quarter5,Sewing,Thursday,10,0.8,22.52,1088.0,6720,88,0,0,0,56.0,0.90013
504,2015-01-29,Quarter5,Finishing,Thursday,6,0.5,2.9,,1200,0,0,0,0,10.0,0.899
505,2015-01-29,Quarter5,Finishing,Thursday,8,0.65,4.15,,960,0,0,0,0,8.0,0.877552
506,2015-01-29,Quarter5,Finishing,Thursday,11,0.6,2.9,,960,0,0,0,0,8.0,0.864583
507,2015-01-29,Quarter5,Finishing,Thursday,10,0.8,3.94,,1200,0,0,0,0,10.0,0.85695
508,2015-01-29,Quarter5,Finishing,Thursday,1,0.75,3.94,,1200,0,0,0,0,10.0,0.853667
509,2015-01-29,Quarter5,Sewing,Thursday,1,0.75,22.94,1579.0,6960,81,0,0,0,58.0,0.850362
510,2015-01-29,Quarter5,Sewing,Thursday,9,0.7,29.12,1170.0,6960,53,0,0,0,58.0,0.85017
511,2015-01-29,Quarter5,Sewing,Thursday,5,0.65,20.79,1015.0,7080,81,0,0,0,59.0,0.800474
512,2015-01-29,Quarter5,Finishing,Thursday,2,0.8,3.94,,1200,0,0,0,0,10.0,0.773333
513,2015-01-29,Quarter5,Sewing,Thursday,12,0.75,15.26,1436.0,4200,45,0,0,0,35.0,0.750647
514,2015-01-29,Quarter5,Finishing,Thursday,12,0.75,4.08,,1080,0,0,0,0,9.0,0.634667
515,2015-01-29,Quarter5,Sewing,Thursday,11,0.6,20.1,1601.0,4320,46,0,0,0,51.0,0.600598
516,2015-01-29,Quarter5,Sewing,Thursday,6,0.5,18.79,717.0,3960,23,0,0,0,33.0,0.500118
517,2015-01-29,Quarter5,Finishing,Thursday,3,0.8,3.94,,960,0,0,0,0,8.0,0.4925
518,2015-01-29,Quarter5,Sewing,Thursday,7,0.65,23.54,830.0,6600,0,0,0,0,55.0,0.48792
519,2015-01-31,Quarter5,Sewing,Saturday,3,0.8,22.52,1136.0,6960,113,0,0,0,58.0,1.000458
520,2015-01-31,Quarter5,Sewing,Saturday,2,0.8,22.52,1397.0,6840,113,0,0,0,57.0,1.00023
521,2015-01-31,Quarter5,Finishing,Saturday,2,0.8,3.94,,1200,0,0,0,0,10.0,0.971867
522,2015-01-31,Quarter5,Finishing,Saturday,3,0.8,3.94,,960,0,0,0,0,8.0,0.971867
523,2015-01-31,Quarter5,Finishing,Saturday,4,0.8,3.94,,1200,0,0,0,0,10.0,0.971867
524,2015-01-31,Quarter5,Finishing,Saturday,10,0.8,3.94,,1200,0,0,0,0,10.0,0.971867
525,2015-01-31,Quarter5,Finishing,Saturday,1,0.75,3.94,,1800,0,0,0,0,15.0,0.971867
526,2015-01-31,Quarter5,Finishing,Saturday,9,0.75,3.94,,240,0,0,0,0,2.0,0.971867
527,2015-01-31,Quarter5,Finishing,Saturday,12,0.75,4.08,,1080,0,0,0,0,9.0,0.971867
528,2015-01-31,Quarter5,Finishing,Saturday,5,0.7,3.94,,240,0,0,0,0,2.0,0.971867
529,2015-01-31,Quarter5,Finishing,Saturday,7,0.7,3.94,,1200,0,0,0,0,10.0,0.971867
530,2015-01-31,Quarter5,Finishing,Saturday,8,0.65,3.94,,960,0,0,0,0,8.0,0.971867
531,2015-01-31,Quarter5,Finishing,Saturday,11,0.65,3.94,,600,0,0,0,0,5.0,0.971867
532,2015-01-31,Quarter5,Finishing,Saturday,6,0.6,3.94,,1200,0,0,0,0,10.0,0.971867
533,2015-01-31,Quarter5,Sewing,Saturday,10,0.8,22.52,1116.0,6720,93,0,0,0,56.0,0.920237
534,2015-01-31,Quarter5,Sewing,Saturday,4,0.8,22.52,1432.0,6660,88,0,0,0,57.5,0.900537
535,2015-01-31,Quarter5,Sewing,Saturday,9,0.75,29.12,1082.0,6840,81,0,0,0,57.0,0.850611
536,2015-01-31,Quarter5,Sewing,Saturday,1,0.75,22.94,1502.0,6960,81,0,0,0,58.0,0.850362
537,2015-01-31,Quarter5,Sewing,Saturday,12,0.75,15.26,1209.0,4200,45,0,0,0,35.0,0.750647
538,2015-01-31,Quarter5,Sewing,Saturday,5,0.7,50.89,282.0,5880,56,0,0,0,59.0,0.656764
539,2015-01-31,Quarter5,Sewing,Saturday,11,0.65,20.1,1417.0,6480,49,0,0,0,54.0,0.650148
540,2015-01-31,Quarter5,Sewing,Saturday,6,0.6,18.79,799.0,3960,23,0,0,0,33.0,0.600711
541,2015-01-31,Quarter5,Sewing,Saturday,7,0.7,23.54,1109.0,6720,0,0,0,0,56.0,0.38883
542,2015-01-31,Quarter5,Sewing,Saturday,8,0.5,23.54,1144.0,6480,0,0,0,0,54.0,0.286985
543,2015-02-01,Quarter1,Finishing,Sunday,8,0.65,4.15,,960,0,0,0,0,8.0,1.011562
544,2015-02-01,Quarter1,Sewing,Sunday,2,0.8,22.52,1396.0,6900,113,0,0,0,57.5,1.000671
545,2015-02-01,Quarter1,Sewing,Sunday,1,0.8,22.94,1582.0,3060,113,0,0,0,58.5,1.000402
546,2015-02-01,Quarter1,Finishing,Sunday,1,0.75,3.94,,2280,0,0,0,0,19.0,0.950439
547,2015-02-01,Quarter1,Sewing,Sunday,3,0.8,22.52,1124.0,6840,100,0,0,0,57.0,0.950186
548,2015-02-01,Quarter1,Finishing,Sunday,2,0.8,3.94,,1200,0,0,0,0,10.0,0.912767
549,2015-02-01,Quarter1,Finishing,Sunday,7,0.7,3.94,,2160,0,0,0,0,18.0,0.892194
550,2015-02-01,Quarter1,Finishing,Sunday,10,0.8,3.94,,1200,0,0,0,0,10.0,0.8865
551,2015-02-01,Quarter1,Sewing,Sunday,10,0.8,22.52,1282.0,6720,75,0,0,0,56.0,0.850532
552,2015-02-01,Quarter1,Sewing,Sunday,4,0.8,22.52,1472.0,7020,60,0,0,0,58.5,0.850114
553,2015-02-01,Quarter1,Finishing,Sunday,4,0.8,4.3,,1440,0,0,0,0,12.0,0.845069
554,2015-02-01,Quarter1,Sewing,Sunday,9,0.75,29.12,1282.0,6960,45,0,0,0,58.0,0.750593
555,2015-02-01,Quarter1,Sewing,Sunday,12,0.75,15.26,1276.0,1440,45,0,0,0,35.0,0.750451
556,2015-02-01,Quarter1,Finishing,Sunday,12,0.75,4.08,,1080,0,0,0,0,9.0,0.702667
557,2015-02-01,Quarter1,Sewing,Sunday,11,0.7,20.1,1192.0,6120,75,0,0,0,54.0,0.700509
558,2015-02-01,Quarter1,Sewing,Sunday,6,0.65,18.79,881.0,3960,26,0,0,0,33.0,0.651007
559,2015-02-01,Quarter1,Sewing,Sunday,8,0.6,24.26,1196.0,6600,0,0,0,0,55.0,0.466821
560,2015-02-01,Quarter1,Sewing,Sunday,7,0.7,24.26,1400.0,6720,0,0,0,0,56.0,0.411554
561,2015-02-01,Quarter1,Finishing,Sunday,6,0.6,2.9,,1200,0,0,0,0,10.0,0.314167
562,2015-02-02,Quarter1,Sewing,Monday,1,0.8,22.94,16882.0,7020,113,0,0,0,58.5,1.000602
563,2015-02-02,Quarter1,Finishing,Monday,9,0.75,3.94,,960,0,0,0,0,8.0,0.994271
564,2015-02-02,Quarter1,Sewing,Monday,2,0.8,22.52,21385.0,7020,88,0,0,0,58.5,0.900158
565,2015-02-02,Quarter1,Sewing,Monday,3,0.8,22.52,21266.0,6840,70,0,0,0,57.0,0.900142
566,2015-02-02,Quarter1,Sewing,Monday,10,0.8,22.52,21540.0,6720,88,0,0,0,56.0,0.90013
567,2015-02-02,Quarter1,Finishing,Monday,10,0.8,3.94,,1200,0,0,0,0,10.0,0.85695
568,2015-02-02,Quarter1,Finishing,Monday,4,0.8,4.3,,1440,0,0,0,0,12.0,0.809236
569,2015-02-02,Quarter1,Sewing,Monday,12,0.8,15.26,12261.0,3600,63,0,0,0,35.0,0.800402
570,2015-02-02,Quarter1,Sewing,Monday,4,0.8,22.52,23122.0,5940,50,0,0,0,56.5,0.800393
571,2015-02-02,Quarter1,Sewing,Monday,9,0.75,29.12,8992.0,6960,55,0,0,0,58.0,0.799963
572,2015-02-02,Quarter1,Finishing,Monday,12,0.75,4.08,,1080,0,0,0,0,9.0,0.740444
573,2015-02-02,Quarter1,Sewing,Monday,11,0.7,20.55,9792.0,6480,60,0,0,0,54.0,0.700398
574,2015-02-02,Quarter1,Sewing,Monday,6,0.7,18.79,2984.0,3960,30,0,0,0,33.0,0.700355
575,2015-02-02,Quarter1,Finishing,Monday,8,0.65,4.15,,960,0,0,0,0,8.0,0.561979
576,2015-02-02,Quarter1,Finishing,Monday,1,0.75,3.94,,2280,0,0,0,0,19.0,0.504596
577,2015-02-02,Quarter1,Sewing,Monday,5,0.5,30.1,839.0,6960,0,0,0,0,58.0,0.500802
578,2015-02-02,Quarter1,Sewing,Monday,7,0.7,24.26,2698.0,6720,0,0,0,0,56.0,0.295308
579,2015-02-02,Quarter1,Finishing,Monday,6,0.6,2.9,,1200,0,0,0,0,10.0,0.280333
580,2015-02-02,Quarter1,Sewing,Monday,8,0.65,24.26,1435.0,6600,0,0,0,0,55.0,0.260979
581,2015-02-03,Quarter1,Finishing,Tuesday,2,0.8,3.94,,2400,0,0,0,0,20.0,1.001417
582,2015-02-03,Quarter1,Sewing,Tuesday,1,0.8,22.52,1500.0,6900,113,0,0,0,57.5,1.000019
583,2015-02-03,Quarter1,Sewing,Tuesday,10,0.8,22.52,1188.0,6720,90,0,0,0,56.0,0.999995
584,2015-02-03,Quarter1,Finishing,Tuesday,1,0.8,3.94,,1200,0,0,0,0,10.0,0.99485
585,2015-02-03,Quarter1,Finishing,Tuesday,8,0.7,4.15,,960,0,0,0,0,8.0,0.976979
586,2015-02-03,Quarter1,Sewing,Tuesday,3,0.8,22.52,1112.0,6840,100,0,0,0,57.0,0.950186
587,2015-02-03,Quarter1,Sewing,Tuesday,2,0.8,22.52,1452.0,6960,100,0,0,0,58.0,0.949982
588,2015-02-03,Quarter1,Finishing,Tuesday,9,0.75,3.94,,1320,0,0,0,0,11.0,0.919955
589,2015-02-03,Quarter1,Sewing,Tuesday,4,0.8,22.52,340.0,5460,63,0,0,0,56.5,0.800435
590,2015-02-03,Quarter1,Sewing,Tuesday,12,0.8,15.26,1029.0,2040,50,0,0,0,35.0,0.800259
591,2015-02-03,Quarter1,Finishing,Tuesday,12,0.8,4.08,,1080,0,0,0,0,9.0,0.778222
592,2015-02-03,Quarter1,Sewing,Tuesday,9,0.75,29.12,1070.0,6960,34,0,0,0,58.0,0.750593
593,2015-02-03,Quarter1,Sewing,Tuesday,11,0.7,25.31,946.0,5760,60,0,0,0,54.0,0.700514
594,2015-02-03,Quarter1,Sewing,Tuesday,6,0.7,18.79,913.0,4020,30,0,0,0,33.5,0.700185
595,2015-02-03,Quarter1,Sewing,Tuesday,8,0.7,24.26,1363.0,6660,0,0,0,0,55.5,0.586465
596,2015-02-03,Quarter1,Sewing,Tuesday,7,0.7,24.26,1639.0,6720,0,0,0,0,56.0,0.541518
597,2015-02-03,Quarter1,Finishing,Tuesday,4,0.8,4.3,,1440,0,0,0,0,12.0,0.5375
598,2015-02-03,Quarter1,Finishing,Tuesday,6,0.7,2.9,,960,0,0,0,0,8.0,0.495417
599,2015-02-03,Quarter1,Sewing,Tuesday,5,0.6,30.1,415.0,6960,0,0,0,0,58.0,0.415172
600,2015-02-04,Quarter1,Sewing,Wednesday,2,0.8,22.52,1263.0,6900,100,0,0,0,57.5,1.050281
601,2015-02-04,Quarter1,Sewing,Wednesday,3,0.8,22.52,968.0,6840,113,0,0,0,57.0,1.00023
602,2015-02-04,Quarter1,Sewing,Wednesday,10,0.8,22.52,1108.0,6720,113,0,0,0,56.0,0.999995
603,2015-02-04,Quarter1,Finishing,Wednesday,2,0.8,3.94,,2160,0,0,0,0,18.0,0.966759
604,2015-02-04,Quarter1,Finishing,Wednesday,1,0.8,3.94,,1200,0,0,0,0,10.0,0.929183
605,2015-02-04,Quarter1,Finishing,Wednesday,8,0.7,4.15,,3000,0,0,0,0,25.0,0.915767
606,2015-02-04,Quarter1,Sewing,Wednesday,1,0.8,22.52,1532.0,6900,88,0,0,0,57.5,0.900147
607,2015-02-04,Quarter1,Sewing,Wednesday,12,0.8,15.26,1094.0,4080,38,0,0,0,34.0,0.800402
608,2015-02-04,Quarter1,Sewing,Wednesday,9,0.8,22.52,1086.0,6960,50,0,0,0,58.0,0.799963
609,2015-02-04,Quarter1,Finishing,Wednesday,7,0.7,3.94,,960,0,0,0,0,8.0,0.779792
610,2015-02-04,Quarter1,Finishing,Wednesday,9,0.75,3.94,,960,0,0,0,0,8.0,0.755167
611,2015-02-04,Quarter1,Sewing,Wednesday,6,0.7,18.79,941.0,3360,30,0,0,0,33.0,0.70071
612,2015-02-04,Quarter1,Sewing,Wednesday,7,0.7,24.26,1471.0,6960,0,0,0,0,58.0,0.700612
613,2015-02-04,Quarter1,Sewing,Wednesday,11,0.7,10.05,1042.0,6120,60,0,0,0,53.0,0.700279
614,2015-02-04,Quarter1,Sewing,Wednesday,8,0.7,29.12,1248.0,6840,0,0,0,0,57.0,0.700135
615,2015-02-04,Quarter1,Finishing,Wednesday,12,0.8,4.08,,1080,0,0,0,0,9.0,0.687556
616,2015-02-04,Quarter1,Sewing,Wednesday,5,0.65,30.1,326.0,5820,0,90,10,0,58.5,0.650835
617,2015-02-04,Quarter1,Finishing,Wednesday,6,0.7,2.9,,960,0,0,0,0,8.0,0.531667
618,2015-02-04,Quarter1,Sewing,Wednesday,4,0.35,30.1,287.0,6060,23,150,15,0,55.5,0.350706
619,2015-02-05,Quarter1,Sewing,Thursday,2,0.8,22.52,1300.0,6780,113,0,0,0,56.5,1.000446
620,2015-02-05,Quarter1,Sewing,Thursday,1,0.8,22.52,1485.0,6900,113,0,0,0,57.5,1.000019
621,2015-02-05,Quarter1,Sewing,Thursday,10,0.8,22.52,1039.0,6720,113,0,0,0,56.0,0.999995
622,2015-02-05,Quarter1,Finishing,Thursday,2,0.8,3.94,,2640,0,0,0,0,22.0,0.999924
623,2015-02-05,Quarter1,Sewing,Thursday,3,0.8,22.52,1063.0,6840,100,0,0,0,57.0,0.950186
624,2015-02-05,Quarter1,Finishing,Thursday,6,0.7,2.9,,960,0,0,0,0,8.0,0.9425
625,2015-02-05,Quarter1,Finishing,Thursday,12,0.8,4.08,,1080,0,0,0,0,9.0,0.906667
626,2015-02-05,Quarter1,Finishing,Thursday,7,0.7,3.94,,1200,0,0,0,0,10.0,0.8471
627,2015-02-05,Quarter1,Finishing,Thursday,1,0.8,3.94,,1440,0,0,0,0,12.0,0.845458
628,2015-02-05,Quarter1,Sewing,Thursday,12,0.8,15.26,1083.0,720,38,0,0,0,34.0,0.800613
629,2015-02-05,Quarter1,Sewing,Thursday,9,0.8,29.12,1069.0,6960,50,0,0,0,58.0,0.799963
630,2015-02-05,Quarter1,Finishing,Thursday,10,0.8,3.94,,960,0,0,0,0,8.0,0.771583
631,2015-02-05,Quarter1,Sewing,Thursday,11,0.75,10.05,668.0,2520,34,0,0,0,26.0,0.7504
632,2015-02-05,Quarter1,Sewing,Thursday,6,0.7,18.79,766.0,2760,30,0,0,0,33.0,0.700079
633,2015-02-05,Quarter1,Sewing,Thursday,5,0.7,30.1,557.0,6960,0,0,0,0,58.0,0.562213
634,2015-02-05,Quarter1,Sewing,Thursday,7,0.07,24.26,1608.0,6960,0,0,0,0,58.0,0.522845
635,2015-02-05,Quarter1,Sewing,Thursday,4,0.5,30.1,417.0,6360,23,0,0,1,53.0,0.50072
636,2015-02-05,Quarter1,Sewing,Thursday,8,0.7,24.26,1167.0,6840,0,0,0,0,57.0,0.49655
637,2015-02-07,Quarter1,Finishing,Saturday,2,0.8,3.94,,3000,0,0,0,0,25.0,1.050667
638,2015-02-07,Quarter1,Sewing,Saturday,2,0.8,22.52,1186.0,6900,113,0,0,0,58.0,1.000019
639,2015-02-07,Quarter1,Sewing,Saturday,3,0.8,22.52,1060.0,6840,100,0,0,0,57.0,0.950186
640,2015-02-07,Quarter1,Sewing,Saturday,1,0.8,22.52,1534.0,6780,88,0,0,0,57.0,0.900136
641,2015-02-07,Quarter1,Sewing,Saturday,10,0.8,22.52,1142.0,6720,88,0,0,0,56.0,0.90013
642,2015-02-07,Quarter1,Finishing,Saturday,12,0.8,4.08,,1080,0,0,0,0,9.0,0.899111
643,2015-02-07,Quarter1,Finishing,Saturday,1,0.8,3.94,,1200,0,0,0,0,10.0,0.870083
644,2015-02-07,Quarter1,Finishing,Saturday,6,0.75,2.9,,960,0,0,0,0,8.0,0.845833
645,2015-02-07,Quarter1,Sewing,Saturday,12,0.8,15.26,1021.0,4080,63,0,0,0,34.0,0.800402
646,2015-02-07,Quarter1,Sewing,Saturday,9,0.8,29.12,829.0,6960,50,0,0,0,58.0,0.799963
647,2015-02-07,Quarter1,Finishing,Saturday,9,0.8,3.94,,960,0,0,0,0,8.0,0.771583
648,2015-02-07,Quarter1,Sewing,Saturday,6,0.75,18.79,813.0,1560,34,0,0,0,33.0,0.75052
649,2015-02-07,Quarter1,Sewing,Saturday,11,0.75,10.05,677.0,3240,45,0,0,0,27.0,0.750028
650,2015-02-07,Quarter1,Finishing,Saturday,7,0.7,3.94,,1200,0,0,0,0,10.0,0.715767
651,2015-02-07,Quarter1,Sewing,Saturday,7,0.7,24.26,658.0,6960,0,270,45,0,58.0,0.66227
652,2015-02-07,Quarter1,Sewing,Saturday,4,0.6,30.1,486.0,6780,30,0,0,1,57.0,0.600224
653,2015-02-07,Quarter1,Sewing,Saturday,5,0.7,30.1,687.0,7500,0,0,0,0,59.0,0.545658
654,2015-02-07,Quarter1,Finishing,Saturday,4,0.8,4.3,,960,0,0,0,0,8.0,0.447917
655,2015-02-07,Quarter1,Sewing,Saturday,8,0.7,24.26,652.0,6840,0,300,37,0,57.0,0.365319
656,2015-02-08,Quarter2,Sewing,Sunday,2,0.8,22.52,1233.0,6900,113,0,0,0,57.5,1.000019
657,2015-02-08,Quarter2,Finishing,Sunday,7,0.7,4.15,,1440,0,0,0,0,12.0,0.928681
658,2015-02-08,Quarter2,Sewing,Sunday,10,0.8,22.52,1388.0,6720,88,0,0,0,56.0,0.9008
659,2015-02-08,Quarter2,Sewing,Sunday,1,0.8,22.52,1615.0,6780,88,0,0,0,56.5,0.900136
660,2015-02-08,Quarter2,Sewing,Sunday,3,0.8,22.52,1283.0,6720,88,0,0,0,56.0,0.90013
661,2015-02-08,Quarter2,Finishing,Sunday,1,0.8,3.94,,1200,0,0,0,0,10.0,0.893067
662,2015-02-08,Quarter2,Finishing,Sunday,12,0.8,4.08,,1080,0,0,0,0,9.0,0.891556
663,2015-02-08,Quarter2,Finishing,Sunday,2,0.8,3.94,,2160,0,0,0,0,18.0,0.875556
664,2015-02-08,Quarter2,Finishing,Sunday,8,0.7,4.15,,1800,0,0,0,0,15.0,0.840889
665,2015-02-08,Quarter2,Sewing,Sunday,12,0.8,15.26,1026.0,2880,63,0,0,0,34.0,0.800355
666,2015-02-08,Quarter2,Sewing,Sunday,9,0.8,29.12,909.0,6960,50,0,0,0,58.0,0.799963
667,2015-02-08,Quarter2,Sewing,Sunday,6,0.75,18.79,670.0,3960,34,0,0,0,33.0,0.750651
668,2015-02-08,Quarter2,Sewing,Sunday,11,0.75,10.05,629.0,3240,45,0,0,0,27.0,0.750028
669,2015-02-08,Quarter2,Sewing,Sunday,5,0.7,30.1,754.0,7020,0,0,0,0,58.5,0.700618
670,2015-02-08,Quarter2,Finishing,Sunday,6,0.75,2.9,,960,0,0,0,0,8.0,0.610208
671,2015-02-08,Quarter2,Finishing,Sunday,9,0.8,3.94,,960,0,0,0,0,8.0,0.607417
672,2015-02-08,Quarter2,Sewing,Sunday,4,0.65,30.1,712.0,6780,44,0,0,1,56.5,0.56826
673,2015-02-08,Quarter2,Sewing,Sunday,7,0.7,24.26,148.0,6960,0,0,0,0,58.0,0.355534
674,2015-02-08,Quarter2,Sewing,Sunday,8,0.7,24.26,154.0,6840,0,0,0,0,57.0,0.35326
675,2015-02-09,Quarter2,Finishing,Monday,2,0.8,3.94,,2160,0,0,0,0,18.0,1.057963
676,2015-02-09,Quarter2,Finishing,Monday,1,0.8,3.94,,1200,0,0,0,0,10.0,0.962017
677,2015-02-09,Quarter2,Sewing,Monday,10,0.8,22.52,1127.0,120,88,0,0,0,56.0,0.9008
678,2015-02-09,Quarter2,Sewing,Monday,1,0.8,22.52,1506.0,3600,70,0,0,0,57.0,0.900509
679,2015-02-09,Quarter2,Sewing,Monday,2,0.8,22.52,1413.0,360,70,0,0,0,57.0,0.900478
680,2015-02-09,Quarter2,Finishing,Monday,6,0.75,2.9,,960,0,0,0,0,8.0,0.888125
681,2015-02-09,Quarter2,Sewing,Monday,12,0.8,15.26,970.0,4080,63,0,0,0,34.0,0.800402
682,2015-02-09,Quarter2,Sewing,Monday,3,0.8,22.52,1271.0,5400,50,0,0,0,57.0,0.800161
683,2015-02-09,Quarter2,Sewing,Monday,9,0.8,29.12,1073.0,6960,50,0,0,0,58.0,0.799963
684,2015-02-09,Quarter2,Sewing,Monday,4,0.7,30.1,767.0,3300,50,0,0,1,57.0,0.790003
685,2015-02-09,Quarter2,Sewing,Monday,11,0.75,10.05,103.0,0,45,0,0,0,54.0,0.750648
686,2015-02-09,Quarter2,Finishing,Monday,8,0.35,4.15,,1800,0,0,0,0,15.0,0.707111
687,2015-02-09,Quarter2,Sewing,Monday,5,0.7,30.1,773.0,7020,40,0,0,0,58.0,0.700618
688,2015-02-09,Quarter2,Finishing,Monday,9,0.8,3.94,,960,0,0,0,0,8.0,0.697708
689,2015-02-09,Quarter2,Sewing,Monday,6,0.75,18.79,708.0,4080,0,0,0,0,34.0,0.612517
690,2015-02-09,Quarter2,Sewing,Monday,7,0.35,30.1,842.0,6960,0,0,0,1,58.0,0.350302
691,2015-02-09,Quarter2,Sewing,Monday,8,0.35,30.1,901.0,6960,0,0,0,1,58.0,0.350302
692,2015-02-09,Quarter2,Finishing,Monday,12,0.8,4.08,,1080,0,0,0,0,9.0,0.272
693,2015-02-10,Quarter2,Finishing,Tuesday,12,0.8,4.08,,1080,0,0,0,0,9.0,1.004889
694,2015-02-10,Quarter2,Finishing,Tuesday,2,0.8,3.94,,2160,0,0,0,0,18.0,0.966759
695,2015-02-10,Quarter2,Sewing,Tuesday,10,0.8,22.52,1268.0,0,88,0,0,0,56.0,0.900632
696,2015-02-10,Quarter2,Sewing,Tuesday,1,0.8,22.52,1546.0,0,88,0,0,0,57.0,0.900471
697,2015-02-10,Quarter2,Sewing,Tuesday,3,0.8,22.52,813.0,0,88,0,0,0,57.0,0.900471
698,2015-02-10,Quarter2,Sewing,Tuesday,2,0.8,22.52,1512.0,0,88,0,0,0,57.0,0.899984
699,2015-02-10,Quarter2,Finishing,Tuesday,1,0.8,3.94,,1440,0,0,0,0,12.0,0.853667
700,2015-02-10,Quarter2,Sewing,Tuesday,9,0.8,29.12,1263.0,2160,38,0,0,0,58.0,0.8008
701,2015-02-10,Quarter2,Sewing,Tuesday,12,0.8,15.26,900.0,4080,50,0,0,0,34.0,0.800402
702,2015-02-10,Quarter2,Finishing,Tuesday,4,0.7,4.15,,1800,0,0,0,0,15.0,0.796756
703,2015-02-10,Quarter2,Sewing,Tuesday,6,0.75,18.79,640.0,2400,0,0,0,0,34.0,0.750797
704,2015-02-10,Quarter2,Sewing,Tuesday,11,0.8,10.05,13.0,3240,34,0,0,0,54.0,0.750648
705,2015-02-10,Quarter2,Sewing,Tuesday,5,0.75,30.1,855.0,7020,45,0,0,0,58.0,0.750356
706,2015-02-10,Quarter2,Finishing,Tuesday,8,0.35,4.15,,960,0,0,0,0,8.0,0.703771
707,2015-02-10,Quarter2,Sewing,Tuesday,4,0.7,30.1,855.0,7020,40,0,0,1,58.0,0.700618
708,2015-02-10,Quarter2,Finishing,Tuesday,9,0.8,3.94,,960,0,0,0,0,8.0,0.6895
709,2015-02-10,Quarter2,Finishing,Tuesday,6,0.75,2.9,,960,0,0,0,0,8.0,0.628333
710,2015-02-10,Quarter2,Sewing,Tuesday,7,0.5,30.1,1025.0,6960,23,0,0,1,58.0,0.500802
711,2015-02-10,Quarter2,Sewing,Tuesday,8,0.5,30.1,1061.0,6960,30,0,0,1,58.0,0.393549
712,2015-02-11,Quarter2,Finishing,Wednesday,4,0.7,4.15,,1800,0,0,0,0,15.0,1.033156
713,2015-02-11,Quarter2,Finishing,Wednesday,12,0.8,4.08,,1080,0,0,0,0,9.0,1.02
714,2015-02-11,Quarter2,Sewing,Wednesday,2,0.8,22.52,1557.0,0,90,0,0,0,57.5,1.000345
715,2015-02-11,Quarter2,Sewing,Wednesday,1,0.8,22.52,1498.0,0,113,0,0,0,57.0,1.000066
716,2015-02-11,Quarter2,Finishing,Wednesday,8,0.35,4.15,,1440,0,0,0,0,12.0,0.994375
